category,company_name,website,founded_year,raised_amount,description
ETL/ELT/Data Transformation,Prophecy,https://www.prophecy.io/,2017.0,$34.35M,"Prophecy.io is a low-code data engineering platform. Prophecy.io democratizes the development and deployment of high-quality data pipelines, combining visual development with agile software engineering best practices."
ETL/ELT/Data Transformation,Portable,https://portable.io/,2020.0,$3.24M,"Portable offers an ELT platform to build connectors on-demand for data teams. The platform enables data teams and companies to access fully-managed connectors and custom development in a no-code solution. The company was founded in 2020 and is based New York, New York."
ETL/ELT/Data Transformation,Meltano,https://meltano.com/,2021.0,$12.4M,"Meltano is ELT (Extract, Load, Transform) for the DataOps era: open-source, self-hosted, CLI-first, debuggable, and extensible. Pipelines are code, ready to be version controlled, containerized and deployed continuously. Meltano lets users develop and test locally, then deploy in production along with the built-in airflow integration. Meltano was founded in 2021 and is based in Mexico."
ETL/ELT/Data Transformation,Coalesce,https://coalesce.io/,2020.0,$36.92M,"Coalesce Automation specializes in data transformation solutions within the technology sector. The company offers a platform that enables the visual development of data pipelines, standardizes data transformations, and integrates specifically with Snowflake. Coalesce Automation primarily serves industries such as manufacturing, retail, financial services, advertising, healthcare, and technology. It was founded in 2020 and is based in San Francisco, California."
ETL/ELT/Data Transformation,Cdata,https://www.cdata.com/,2016.0,$160M,"CData Software is a company that focuses on data access and connectivity solutions within the technology sector. The company offers a comprehensive connectivity platform that provides real-time data access across enterprise applications and infrastructure, enabling the elimination of data silos and facilitating effective collaboration. It also offers data virtualization for the cloud, universal ETL/ELT for integrating cloud, on-premise, and hybrid data, and hundreds of real-time data connectors for various applications and data sources. It was founded in 2016 and is based in Chapel Hill, North Carolina"
ETL/ELT/Data Transformation,tamr,https://www.tamr.com/,2013.0,$69.2M,"Tamr connects and enriches the vast reserves of underutilized internal and external data, so enterprises can use all their data for analytics. Tamr combines machine learning algorithms with human insight to identify sources, understand relationships and curate the massive variety of siloed data. The company was formerly known as DataTamer and changed its name to Tamr. The company was founded in 2013 and is based in Cambridge, Massachusetts."
ETL/ELT/Data Transformation,Datorios,https://datorios.com/,2020.0,$22M,"Datorios is a unified data operations platform that aims to let users rapidly and dynamically build, adjust, and deploy their business and operational pipelines, using all data sources, reducing the dependency on data engineering, DevOps, and outside contractors leveraging the analyst and data privacy. Using no-code visual dev tools, the Datorios product seeks to assist businesses in building and deploying dataflow infrastructures. Customers can build their own data pipelines to handle a variety of transformations, combining on-premises and cloud solutions with current processes and databases."
ETL/ELT/Data Transformation,Supermetrics,https://supermetrics.com/,2013.0,$51.39M,"Supermetrics specializes in data management and marketing intelligence in the technology sector. The company's main services include connecting, transforming, analyzing, and making predictions from data, with a focus on marketing data. Supermetrics primarily sells to sectors such as e-commerce, agencies, and business-to-business (B2B) software-as-a-service (SaaS). It was founded in 2013 and is based in Helsinki, Finland."
ETL/ELT/Data Transformation,Integrate.io,https://www.integrate.io/,2012.0,$7M,"Integrate.io is a data warehouse integration platform that provides a complete integration layer for turning a data warehouse into a data platform. It offers data analytics that requires no coding or deployment. It provides data security, data ingestion, reverse ETL, business intelligence, and more. It serves the e-commerce, media, travel, and healthcare industries. It was founded in 2012 and is based in San Francisco, California."
ETL/ELT/Data Transformation,Alteryx,https://www.alteryx.com/,2010.0,$163M,"Alteryx (NYSE: AYX) serves the self-service data analytics movement with a platform that can discover, prep, and analyze data, then deploy and share analytics at scale for deeper insights. The company was founded in 2010 and is based in Irvine, California."
ETL/ELT/Data Transformation,Talend,https://www.talend.com/,2005.0,$105.5M,"Talend provides integration that truly scales. From small projects to enterprise-wide implementations, Talend's highly-scalable data, application, and business process integration platform maximizes the value of an organization's information assets and optimizes return on investment through a usage-based subscription model."
ETL/ELT/Data Transformation,Airbyte,https://airbyte.com/,2020.0,$181.35M,"Airbyte is an open-source data integration platform that syncs data from applications, APIs, and databases to data warehouses, lakes, and other destinations. The company was founded in 2020 and is based in San Francisco, California."
ETL/ELT/Data Transformation,Osmos,https://www.osmos.io/,2019.0,,"Osmos focuses on data ingestion. The company offers services such as automating the cleaning and importing of data into operational systems, providing smart data uploaders for a self-serve experience, and facilitating data migration and onboarding without the need for coding. Osmos primarily serves implementation and operations teams, helping them to streamline data ingestion processes. It was founded in 2019 and is based in Seattle, Washington."
ETL/ELT/Data Transformation,dbt Labs,https://www.getdbt.com/,2016.0,$415.9M,"dbt Labs helps data teams work directly within the warehouse to produce trusted datasets for reporting, ML modeling, and operational workflows."
ETL/ELT/Data Transformation,Stitch,https://www.stitchdata.com/,2016.0,,"Stitch is an ETL service built for developers. It connects to tools like Salesforce and Facebook Ads, and consolidates that data into a central location where it's ready for analysis."
ETL/ELT/Data Transformation,Kleene,https://www.kleene.ai/,2017.0,$15.5M,Kleene's user interface allows data transformations and modelling to be created and orchestrated with no data engineering required.
ETL/ELT/Data Transformation,Unstructured.io,https://unstructured.io/,2022.0,$65M,"Unstructured specializes in data extraction and transformation, focusing on the technology sector. The company provides services that capture unstructured data from various documents and convert it into AI-friendly formats, such as JSON, facilitating the integration with large language models (LLMs). It was founded in 2022 and is based in Rocklin, California."
ETL/ELT/Data Transformation,DataChannel,https://www.datachannel.co/,2020.0,,"DataChannel is a cloud-based data integration and reverse ETL platform to automate the data collection, preparation, and management processes. It offers digital marketing and analytics, data engineers and analysts, data integrity, data activation, and more. It was founded in 2020 and is based in Gurgaon, India."
ETL/ELT/Data Transformation,Hitachi Vantara Pentaho,https://www.hitachivantara.com/en-us/products/dataops-software/data-integration-analytics.html,2017.0,,"Hitachi Vantara, a wholly owned subsidiary of Hitachi, combines technology, intellectual property and industry knowledge to deliver data-managing solutions that help enterprises improve their customers' experiences, develop new revenue streams, and lower the costs of business. The firm's products include enterprise storage, industrial data & IoT management, Lumada data integration, object storage, virtual storage platforms, and EverFlex. It was founded in 2017 and is based in Santa Clara, California."
ETL/ELT/Data Transformation,Rivery,https://rivery.io/,2017.0,$46.6M,"Rivery offers a data ETL pipeline and integration platform service that allows businesses to aggregate, transform and automate their data systems in the cloud. Rivery provides a single end-to-end ELT (extract, load, transform) solution which covers key processes to create the optimal data stack: Ingestion, Transformation, Orchestration, and Reverse ETL. Teams can choose from the different modules to build their ideal data infrastructure. Rivery was founded in 2017 and is based in New York, New York."
ETL/ELT/Data Transformation,Fivetran,https://www.fivetran.com/,2012.0,$728.02M,"Fivetran fully automated connectors sync data from cloud applications, databases, event logs and more into the data warehouse."
ETL/ELT/Data Transformation,Matillion,https://www.matillion.com/,2011.0,$310.32M,"Matillion provides data integration and transformation solution for cloud and cloud data warehouses. Its solutions include data transformation, data analytics, data integration, data lakes, data preparation, and data governance. The company serves enterprises and small and midsize businesses (SMBs). Matillion was founded in 2011 and is based in Altrincham, U.K."
Reverse ETL,Hightouch,https://hightouch.com/,2018.0,$54.3M,"Hightouch is a data platform that helps businesses sync their customer data from their data warehouse to their CRM, marketing, and support tools. Per the company, it aims to help clients get their data out of a data warehouse and into applications via a process it dubs reverse ETL. The company was founded in 2018 and is based in San Francisco, California."
Reverse ETL,Rudderstack,https://www.rudderstack.com/,2019.0,$82M,RudderStack is a customer data infrastructure for routing and processing event data from apps and websites to data warehouses and cloud apps.
Reverse ETL,Census,https://www.getcensus.com/,2018.0,$80.3M,Census is a data automation platform that syncs data warehouses with relevant apps.
Reverse ETL,MessageGears,https://messagegears.com/,2007.0,$80.33M,"MessageGears offers cloud-based email delivery and tracking services to businesses. Its technology runs partly on-premises, connects an enterprise company's database, and gives customers secure access to marketing data. It offers solutions such as segmentation, messaging, personalization, and more services. It caters its services to retail, technology, finance, and more sectors. The company was founded in 2007 and is based in Atlanta, Georgia."
Reverse ETL,Polytomic,https://www.polytomic.com/,2019.0,$2.53M,Polytomic helps to sync internal data to your business systems.
Reverse ETL,Octolis,https://octolis.com/,2020.0,,"Octolis develops a customer data management platform. Its platform offers software to unify, score, and synchronize customer data that allows members to understand the customer base, normalize data, manage the data life cycle, and create a calculated field for better targeting. The company was founded in 2020 and is based in Saint-Mande, France."
Data Integration,SnapLogic,https://www.snaplogic.com/,2006.0,$397.86M,"SnapLogic specializes in self-service integration. The company's cloud-based platform makes it fast and easy to connect data, applications, and devices, eliminating business silos and technology bottlenecks to accelerate digital business."
Data Integration,Jitterbit,https://www.jitterbit.com/,2004.0,$45M,"Jitterbit offers an application programming interface (API) integration platform. It enables companies to rapidly connect software-as-a-service (SaaS), on-premise, and cloud applications and instantly infuse artificial intelligence into any business process. The company was founded in 2004 and is based in Alameda, California."
Data Integration,Cinchy,https://cinchy.com/,2017.0,$24.67M,"Cinchy provides data management services. The company offers solutions for application-specific databases. It was founded in 2017 and is based in Toronto, Canada."
Data Integration,Make,https://www.make.com/en,2021.0,,"Make is a company that focuses on automation software, operating within the technology and software industry. The company offers a visual platform that allows users to design, build, and automate tasks, workflows, apps, and systems without the need for coding. Its services are primarily utilized by individuals, teams, and enterprises across various sectors. It was founded in 2021 and is based in Prague, Czech Republic."
Data Integration,Parabola,https://parabola.io/,2015.0,$34.26M,"Parabola is a data analytics tool that makes complex ad-hoc analysis easy to create and consume. The company's dashboard pulls in data from third-party sources and custom data sources in a way that decision-makers can understand, and play with. The company was founded in 2015 and is based in San Francisco, California."
Data Integration,StreamSets,https://streamsets.com/,2014.0,$77.75M,"StreamSets provides data ingest technology for big data applications. Its enterprise-grade infrastructure accelerates data analysis and decision-making by bringing unprecedented transparency and event processing to data in motion. On February 28th, 2022, StreamSets was acquired by Software AG. The terms of the transaction were not disclosed."
Data Integration,Whalesync,https://www.whalesync.com/,2021.0,$2.3M,"Whalesync offers a no-code data tool and builds multiple search engine optimization (SEO) pages, internal tools, and full-blown applications. It develops no-code data syncing and automation tools. The company was founded in 2021 and is based in Redmond, Washington."
Data Integration,Tealium,https://tealium.com/,2008.0,$263.9M,"Tealium develops a customer data platform, comprised of an enterprise tag management solution, omnichannel customer segmentation and action engine, and suite of rich data services, creating a vendor-neutral data foundation that spans web, mobile, offline, and IoT. The firm primarily serves financial services, healthcare, retail, sports & entertainment, and hospitality industries. It was founded in 2008 and is based in San Diego, California."
Data Integration,Boomi,https://boomi.com/,2000.0,$4.25M,"Boomi AtomSphere is an integration service that is fully on-demand and connects any combination of Software-as-a-Service (SaaS), cloud, and on-premise applications without the burden of installing and maintaining software packages or appliances."
Data Integration,Flatfile,https://flatfile.com/,2018.0,$94.71M,"Flatfile plugs into any web app and provides data importing solutions. It uses AI to map and resolve schema with files such as spreadsheets and CSVs. When the algorithms encounter an anomaly or a data type they cant process automatically, they prompt customers to make a decision and then add that scenario to a database for future reference. It develops a software development kit that allows developers to build on top of Flatfiles components to access import, match, merge and export functions. The company was founded in 2018 and is based in Denver, Colorado."
Data Integration,Snowplow,https://snowplow.io/,2012.0,$55.14M,"Snowplow has created a fully managed platform for creating behavioral data thats used by companies to power artificial intelligence, machine learning and advanced analytics applications. With the Snowplow Behavioral Data Platform, data teams can access behavioral data thats created, modeled and customized for the specific application theyre building. Snowplow was founded in 2012 and is based in London, England."
Data Integration,Bobsled,https://bobsled.it/,2021.0,$24.09M,"Bobsled is a developer of a data-sharing platform intended for a no-code experience connecting any cloud, platform, or region. The platform manages all aspects such as distribution, updates, versioning, entitlements, telemetry, and more, from any cloud to any destination, enabling clients to choose the right data, update it at the right time, and deliver it to the right place, all from an intuitive web interface. It was founded in 2021 and is based in Los Angeles, California."
Data Integration,import.io,https://www.import.io/,2012.0,$32.4M,"Import.io is a cloud-based big data platform that specializes in the conversion of the web into a database. It allows companies, developers, and coders to extract, connect and fuse disparate sources of data from the web on sectors such as consumer goods and retail, travel, and hospitality, events and tickets, and marketplaces. It caters its solutions to analytics providers, brands, and retailers. The company was founded in 2012 and is based in Campbell, California."
Data Integration,tray.io,https://tray.io/,2012.0,$149.12M,"Tray.io offers a low-code automation platform that can turn unique business processes into repeatable and scalable workflows that evolve whenever business needs change. The self-service platform enables users to build integrations using any API and connect enterprise applications at scale without incremental costs. The platform has applications in areas such as eCommerce, IT, marketing, marketing ops, product, sales, and sales ops. The company was founded in 2012 and is based in San Francisco, California."
Data Integration,Crux Data,https://www.cruxdata.com/,2017.0,$116M,"Crux Informatics offers data engineering and information supply chain operation services that aim to help companies reduce the effort and money spent acquiring, exploring, and processing data. It implements and operates the data processing pipelines they create for its customers' requirements. It delivers solutions such as cloud migration, supply chain, and data integration solutions. The company was founded in 2017 and is based in San Francisco, California."
Data Integration,Twilio Segment,https://segment.com/twilio/,2011.0,$281.72M,"Segment is a platform for collecting customer data wherever it's generated - website, mobile app, servers, and more - and sending it to third-party tools, internal systems, or SQL databases with the flip of a switch. By consolidating data tracking to a single API, Segment saves engineers' time integrating new tools, eliminates data discrepancies, and democratizes data access across organizations. On October 12th, 2020, Segment was acquired by Twilio for a valuation of $3.2B."
Data Integration,Qlik,https://www.qlik.com/us/,1993.0,$12.5M,"Qlik specializes in data discovery and user-driven business intelligence, delivering solutions ranging from reporting and self-service visual analysis to guided, embedded, and custom analytics, regardless of where data is located."
Data Integration,Informatica,https://www.informatica.com/,1993.0,$18.6M,"Informatica Corporation (NYSE: INFA) is a provider of enterprise data integration software and services. With Informatica, companies can gain greater business value by integrating all their information assets from across the enterprise. More than 2,900 companies worldwide rely on Informatica to reduce the cost and expedite the time to address data integration needs of any complexity and scale."
Data Integration,InfoWorks,https://www.infoworks.io/,2014.0,$85.72M,InfoWorkshas developed a Dynamic Data Warehousing (DDW) platform on Hadoop. The Infoworks DDW platform provides a high-performance and shared data repository that supports all enterprise analytics on Hadoop through software automation and intelligent data organization.
Data Integration,Denodo,https://www.denodo.com/en,1999.0,$336M,"Denodo is the leader in data virtualization providing agile, high performance data integration and data abstraction across the broadest range of enterprise, cloud, big data, unstructured data sources and real-time data services at half the cost of traditional approaches. Denodo's customers across every major industry have gained significant business agility and ROI by enabling faster and easier access to unified business information for agile BI, big data analytics, Web and cloud integration, single-view applications, and enterprise data services."
Data Integration,Immersa,https://www.immersa.ai/,2021.0,,"Immersa is a company that focuses on data intelligence in the business sector. The company's main service involves connecting to any data source and structuring the data to answer business questions without the need for the user to worry about schemas or pipelines. Immersa primarily sells to the SaaS industry. It is based in Palo Alto, California."
Data Integration,YepCode,https://yepcode.io/,2021.0,,"YepCode is an all-in-one SaaS platform focused on enabling development teams to create and manage integrations and automations using source code. The platform provides a serverless environment where users can write, execute, and monitor code, primarily using JavaScript and Python, to connect services and APIs for complex enterprise solutions. YepCode primarily serves sectors that require advanced automation and integration capabilities beyond what no-code tools can offer. It was founded in 2021 and is based in A Coruna, Spain."
Data Integration,MuleSoft,https://www.mulesoft.com/,2006.0,$258.5M,"MuleSoft provides an integration platform for connecting SaaS and enterprise applications in the cloud and on-premise. MuleSoft's Anypoint technology eliminates costly, time-intensive point-to-point integration, enabling business agility. Delivered as a packaged integration experience, Mule iON and Mule ESB are built on open source technology for fast, reliable integration without vendor lock-in. In March 2018, MuleSoft was acquired by Salesforce for $6.86B."
Data Integration,Sequin,https://sequin.io/,2020.0,,"Sequin is a data platform that specializes in API integration and synchronization for developers. The company offers a service that syncs APIs to various tools in real-time, allowing for seamless data integration and management. Sequin primarily caters to the software development industry, providing solutions that replace the need for custom API and glue code development. It was founded in 2020 and is based in Venice, California."
Data Integration,Celigo,https://www.celigo.com/,2005.0,$79.83M,"Celigo offers iPaaS integration that can be used to easily and quickly create customized integrations using intuitive wizards to guide business and IT users. Celigo's Integration Apps (formerly SmartConnectors) are prebuilt, full integrations between multiple applications, such as NetSuite, Salesforce, Shopify, Amazon, Jira, Zendesk, and many other popular applications."
Data Integration,n8n,https://n8n.io/,2019.0,$13.52M,"n8n operates as a workflow automation tool. It helps users to automate tasks, integrate data, create custom workflows, and more. The company was founded in 2019 and is based in Berlin, Germany."
Data Integration,Freshpaint,https://www.freshpaint.io/,2019.0,$16.3M,"Freshpaint is a data platform that connects and standardizes customer data from sites or apps to marketing and analytics tools. Its auto-track system collects all pageviews and clicks across a user's site to allow them to push data into analytical tools to eliminate inefficiencies in manually tracking metrics. Its solutions include auto track, precision track, Application Programming Interface (API) identity resolution, time machine, and replay solutions. The company was founded in 2019 and is based in San Francisco."
Data Integration,NextData,https://www.nextdata.com/,2022.0,$12M,"Nextdata provides various data-related services such as data product containers, analytic data product APIs, embedded computational policies, and data product discovery. The company was founded in 2022 and is based in California."
Data Governance & Catalog,Modern Data Company,https://themoderndatacompany.com/,2018.0,,"The Modern Data Company develops a data operating system to remove complexity the data ecosystem. It simplifies how organizations manage, access, and interact with data. The company provides data operations for retail and consumer packaged goods, distribution, environmental, social, governance, technology companies, and more. It was founded in 2018 and is based in Palo Alto, California."
Data Governance & Catalog,SailPoint,https://www.sailpoint.com/,2005.0,$26.08M,"SailPoint (SV7:FRA) provides an identity security cloud platform that discovers, manages, and secures identities and access. Through its AI-driven intelligence, SaaS-based security, cloud access management, file access management, password management, and real-time access risk analysis it enables the enterprises to gain complete access visibility to all their systems. The company was founded in 2005 and is based in Austin, Texas. In August 2022, SailPoint was acquired by Thoma Bravo at a valuation of $6.9B."
Data Governance & Catalog,ALTR,https://www.altr.com/,2014.0,$30M,"ALTR provides a data-security platform that unleashes the cybersecurity benefits of blockchain. Built on ALTRchain, a high-performance, enterprise-grade blockchain technology for ultra-secure data access and storage, the ALTR platform allows organizations to monitor, access and store critical information."
Data Governance & Catalog,OvalEdge,https://www.ovaledge.com/,,,"OvalEdge centralizes all of a company's data into a single repository, or catalog, enabling data users to quickly find data files, tables, social media content, and all other company data, no matter where it is stored."
Data Governance & Catalog,ObservePoint,https://www.observepoint.com/,2007.0,$32.52M,"ObservePoint provides an enterprise data quality assurance platform that maximizes return on marketing technology by identifying, analyzing, and testing Javascript-based technologies deployed on websites. Organizations leverage ObservePoint technology to improve data quality, provide transparency into data collection methods, and monitor and systematically protect vital business metrics."
Data Governance & Catalog,Raito,https://www.raito.io/,2021.0,$8.45M,"Raito is a software development company. It develops a data protection platform to manage data access across all databases and dashboards. It simplifies access management without sacrificing performance with the automated policy manager and open-source connectors, enabling users to share their data without having to worry about unauthorized access. It was founded in 2021 and is based in Woluwe-Saint-Pierre, Belgium."
Data Governance & Catalog,Immuta,https://www.immuta.com/,2015.0,$259.5M,"Immuta helps organizations unlock value from their cloud data by providing an integrated Data Security Platform for sensitive data discovery and classification, security and access control, and activity monitoring. The company was founded in 2015 and is based in Boston, Massachusetts"
Data Governance & Catalog,Stemma,https://www.stemma.ai/,2020.0,$4.8M,"Stemma is a fully managed data catalog powered by Amundsen, an open-source data catalog."
Data Governance & Catalog,Orion,https://www.oriongovernance.com/,2017.0,,"Orion Governance offers an automated data governance platform. The company's software and metadata harvester automatically merge structured, unstructured, and legacy data into a single data center and use it to compile an end-to-end data lineage map on a real-time basis. The company also provides consulting and implementation support and services in the industries of financial services, retail, software, healthcare, airlines, and more. It was founded in 2017 and is based in San Mateo, California."
Data Governance & Catalog,Securiti,https://securiti.ai/,2019.0,$156M,"Securiti offers a data privacy, security, governance, and compliance platform that creates a layer of unified data intelligence and controls across all major public clouds, data clouds, SaaS, and private clouds. The company serves organizations globally. The company was founded in 2019 and is based in San Jose, California."
Data Governance & Catalog,Alation,https://www.alation.com/,2012.0,$315M,"Alation is a company that specializes in enterprise data intelligence solutions, including data search & discovery, data governance, data stewardship, analytics, and digital transformation. With its Behavioral Analysis Engine, inbuilt collaboration capabilities, and open interfaces, Alation combines machine learning with human insight to tackle demanding challenges in data and metadata management. Alation serves enterprises across a wide range of industries. It was founded in 2012 and is based in Redwood City, California."
Data Governance & Catalog,Alvin,https://www.alvin.ai/,2018.0,$6M,"Alvin is a company that focuses on operationalizing data lineage in the data management industry. The company offers a platform that automatically builds and maintains a highly accurate dataset representing the connection between various data elements, such as columns, tables, dashboards, jobs, and ML models. This platform addresses key issues such as impact analysis, data discovery, problem tracing, and usage analytics. It was founded in 2018 and is based in Tallinn, Estonia"
Data Governance & Catalog,Collibra,https://www.collibra.com/us/en,2008.0,$595.9M,Collibra is a data governance and intelligence platform that helps businesses unlock insights from disparate data sources. The company offers various products that allow both technical and business users to collaborate and combine data silos to find hidden meaning in their wealth of information.
Data Governance & Catalog,Select Star,https://www.selectstar.com/,2020.0,$17.5M,"Select Star builds an automated, and intelligent data discovery platform. It offers a full-text search that allows users to find data and identify which columns of a dataset are most used by applications within a company and are referenced in queries. The company was founded in 2020 and is based in San Franciso, California."
Data Governance & Catalog,Octopai,https://www.octopai.com/,2015.0,$6M,"Octopai focuses on data intelligence, operating within the data management and analytics domain. The company offers a metadata management solution that provides services such as data lineage, data discovery, and an automated data catalog, enabling businesses to map, track, and understand their data assets across complex, multi-vendor data ecosystems. It primarily serves sectors such as finance, healthcare, and insurance. The company was founded in 2015 and is based in Kfar Saba, Israel."
Data Governance & Catalog,Acryl Data,https://www.acryldata.io/,2020.0,$9M,"Acryl Datas vision is to empower data teams with extreme productivity, using trusted, compliant data through a metadata platform."
Data Governance & Catalog,Precisely,https://www.precisely.com/,1992.0,$125M,"Precisely specializes in data integrity, providing accuracy and consistency in data for customers in more than 100 countries. Preciselys data integration, data quality, location intelligence, and data enrichment products power better business decisions to create better outcomes. The company was founded in 1992 and is based in Burlington, Massachusetts."
Data Governance & Catalog,Data.world,https://data.world/,2016.0,$131.75M,"Data.World provides a platform that allows people to solve complex, academic, commercial, and societal problems. Users can find relevant data from a wide range of sources, manage numerous file formats, understand the data's meaning in ways that can be enhanced and shared, and contribute to and discuss data to trigger collaboration. Data.World was founded in 2016 and is based in Austin, Texas."
Data Governance & Catalog,Stratio,https://www.stratio.com/home,2014.0,$81.6M,"Stratio offers data intelligence solutions for the banking, energy, healthcare, insurance, and retail sectors. It offers cloud adoption-assisted mapping, ontologies and knowledge graphs, data marketplace, augmented analytics AI and ML suite, and an on-demand application. The company was founded in 2014 and is based in Madrid, Spain."
Data Governance & Catalog,Okera,https://www.okera.com/,2016.0,$29.6M,"Okera is a software provider that enables the management of data access and governance at scale for the modern heterogeneous data environment. Okera's Active Data Access Platform allows agility and governance to co-exist and gives data producers, consumers, and stewards the confidence to unlock the power of their data for growth. This unique, enterprise-wide platform facilitates the provisioning, accessing, governing, and auditing of data in the multi-cloud, multi-data format, and multi-tool world."
Data Governance & Catalog,Ataccama,https://www.ataccama.com/,2007.0,$150M,"Ataccama is a unified data management platform provider. Combining data governance, data catalog, data quality, and master data management into a single, AI-powered fabric across hybrid and cloud environments, Ataccama gives businesses and data teams the ability to scale and accelerate business outcomes while maintaining the trust, security, and governance of data. Financial, commercial, and government organizations use Ataccama's solutions to execute and deliver business benefits. The company was founded in 2007 and is based in Toronto, Ontario."
Data Governance & Catalog,Metaphor,https://metaphor.io/,2020.0,$5.3M,Metaphor provides a system of record for users' data ecosystems unifying data assets into a single searchable catalog.
Data Governance & Catalog,Atlan,https://atlan.com/,2018.0,$70M,"Atlan is a modern data collaboration workspace similar to Github for engineering or Figma for design. By acting as a virtual hub for data assets ranging from tables and dashboards to models & code, Atlan enables teams to create a single source of truth for all their data assets and collaborate across the modern data stack through deep integrations with tools like Slack, BI tools, data science tools, and more."
Data Governance & Catalog,Secoda,https://www.secoda.co/,2021.0,$2.28M,"Secoda offers digital collaborative knowledge management tools specializing in metadata, queries, charts and documentation sharing."
Data Governance & Catalog,BigID,https://bigid.com/,2015.0,$246.1M,"BigID operates as a security company that offers risk management, privacy of customer data and data intelligence. The solutions allow organizations to find, classify and catalog sensitive data from the cloud to data centers. BigID serves enterprises across multi industries. The company was founded in 2015 and is based in New York, New York."
Data Governance & Catalog,Castor,https://www.castordoc.com/,2020.0,$23.5M,"Castor operates a data catalog platform. It provides enterprise users with tools to collect, discover, understand and use datasets according to business needs. The solution automatically documents datasets and provides an overview of the entire data environment, giving employees the ability to search through all available data assets in the company. It was founded in 2020 and is based in Paris, France."
Data Governance & Catalog,Solidatus,https://www.solidatus.com/,2017.0,$19.35M,"Solidatus is a data lineage and visualization tool application that allows organizations to rapidly discover, visualize, and understand how data flows through their systems. The company was founded in 2017 and is based in London, England."
Data Governance & Catalog,Skyhigh Security,https://www.skyhighsecurity.com/en-us/,2022.0,,"Skyhigh Security is a name for the McAfee Enterprise security service edge business. McAfee is a security technology company, headquartered in Santa Clara, California, that delivers proactive and proven solutions and services that secure systems and networks."
Data Governance & Catalog,Demyst,https://demyst.com/,2010.0,$25.18M,"DemystData helps financial institutions optimize customer interactions through improved access to information. The company brings together online, social, and internal company data to create more comprehensive profiles and refined customer predictions."
Infrastructure - Orchestration,Elementl,https://www.elementl.com/,,,"Elementl is a software solution company. The company offers a system for building modern data applications. It is based in San Francisco, California."
Infrastructure - Orchestration,Prefect,https://www.prefect.io/,2018.0,$46M,Prefect Technologies is a workflow management system designed for modern infrastructure and powered by the open-source Prefect Core workflow engine.
Infrastructure - Orchestration,Mage,https://www.mage.ai/,2020.0,$6.3M,"Mage offers digital AI solutions to build, improve, and integrate AI models into apps."
Infrastructure - Orchestration,Seqera,https://seqera.io/,2018.0,$27.2M,"Seqera Labs provides open-source workflow orchestration software for data pipeline processing, cloud infrastructure, and secure collaboration. The company's products include Nextflow, Wave Containers, and Tower Enterprise, Tower Cloud. It was founded in 2018 and is based in Barcelona, Spain."
Infrastructure - Orchestration,Akuity,https://akuity.io/,2021.0,$24.5M,"Akuity provides solutions that empower DevOps engineers to deliver applications more simply, more safely, and faster. It is powered by Argo, the open-source suite of Kubernetes-native application delivery software. The company was founded in 2021 and is based in Sunnyvale, California."
Infrastructure - Orchestration,Union.ai,https://www.union.ai/,2021.0,$10M,"Union.ai is the developer of Flyte, a platform for programming and processing concurrent AI and data analytics workflows. It was founded in 2021 and is based in Seattle, Washington."
Infrastructure - Orchestration,Astronomer,https://www.astronomer.io/,2018.0,$224.16M,"Astronomer develops data orchestration solutions based on Apache Airflow. The company's suite of products and services include Astronomer Cloud, a multi-tenant, multi-cloud Airflow as a Service and Astronomer Enterprise, a Kubernetes-native platform to easily deploy, manage, and scale distributed Airflow services."
Infrastructure - Orchestration,Neurelo,https://www.neurelo.com/,2022.0,$9.3M,"Neurelo provides a data access platform. The company offers a platform that abstracts database complexities, providing auto-generated application program interfaces (APIs) and custom query APIs with AI assistance, enabling developers to build and run applications more efficiently with PostgreSQL, MongoDB, and MySQL. It primarily serves the software development industry. It was founded in 2022 and is based in Los Altos, California."
Infrastructure - Orchestration,Outerbounds,https://outerbounds.com/,2001.0,$1.5M,"Provider of full service application hosting and professional services specializing in complete end-to-end solutions. The company offers complete IT outsourcing, ISV hosting solutions, PC-lifecycle management, and electronic software distribution. The company develops and implements enterprise-wide solutions for server-based application deployment, thin-client, network security, wireless connectivity, and other networking solutions. The professional services encompass consulting, system design and integration, certified training, and support."
Data Quality & Observability,Validio,https://validio.io/,2019.0,$16.4M,"Validio is a SaaS company that offers a cloud-based solution for enterprise customers for real-time validation, monitoring and cleaning of big data. The platform aims to help data teams eliminate bad data through monitoring, validation and cleaning of data in real time streams and batches. It was founded in 2019 and is based in Stockholm, Sweden."
Data Quality & Observability,Manta,https://getmanta.com/,2015.0,$52M,"Manta is a tool for the automatic analysis of information flows in business intelligence, enabling companies to automate data flow mapping in complex environments. The tool can optimize systems, reduce development costs, perform impact analyses, and comply with regulatory requirements such as GDPR, CCAR, or HIPAA. It caters to companies across all industries, such as healthcare, banking, and more. Manta was founded in 2015 and is based in New York, New York."
Data Quality & Observability,Acceldata,https://www.acceldata.io/,2018.0,$95.56M,"Acceldata provides a big data APM (Application performance management) solution assisting enterprises to optimize data lake operations, predicting failures, and troubleshooting. It provides insights into application performance, detects anomalies and alerts which can be used by data engineers, architects, and cluster operators. Acceldata analyzes performance bottlenecks and generates recommendations for remediation. The company was founded in 2018 and is based in San Jose, California."
